Time,Motor,CF,IF,Brake,E,Mean,Skewness,MAD,SF,Distance,SAD,P2P,Var,Kurtosis,Safety,Door,Resv-1,Resv-2,Resv-3,FFT-Motor Freq,FFT-Motor Mag,FFT-Resv1 Freq,FFT-Resv1 Mag,FFT-Resv2 Freq,FFT-Resv2 Mag,door,workMode,vibration_y,openCloseDoorNum,floor,cumulativeRunNum,vibration_z,vibration_x,velocity,motion,mileage
2024-04-19 20:59:22:950,0.29908138819999996,1.0,1000.0,0.0537125732,41.0,7.0,0.0,348.0,119.0,0.0,41.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:000,0.32349619539999996,1.0,1000.0,0.0537125732,45.0,6.0,0.0,240.0,119.0,0.0,45.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,1.19,0.7263405255287286,1.19,0.7202368236335293,0.43,30.396435438093015,5.0,1.0,0.0019557287450879812,32567.0,16.0,31680.0,0.03517453372478485,0.02481973171234131,0.0,0.0,1418936.5
2024-04-19 20:59:23:050,0.29908138819999996,1.0,1000.0,0.0537125732,42.0,6.0,0.0,242.0,119.0,0.0,42.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:100,0.32349619539999996,1.0,1000.0,0.0537125732,41.0,6.0,0.0,279.0,119.0,0.0,41.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:150,0.29908138819999996,1.0,1000.0,0.0524918329,41.0,6.0,0.0,270.0,119.0,0.0,41.0,377.0,274.0,148.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:200,0.32349619539999996,1.0,1000.0,0.0537125732,41.0,6.0,0.0,248.0,119.0,0.0,41.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:250,0.29908138819999996,1.0,1000.0,0.0537125732,40.0,6.0,0.0,273.0,119.0,0.0,40.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:300,0.32349619539999996,1.0,1000.0,0.0524918329,40.0,7.0,0.0,288.0,119.0,0.0,40.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:350,0.29908138819999996,1.0,1000.0,0.0524918329,38.0,6.0,0.0,290.0,119.0,0.0,38.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:400,0.32349619539999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,262.0,119.0,0.0,42.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:450,0.29908138819999996,1.0,1000.0,0.0537125732,33.0,6.0,0.0,258.0,119.0,0.0,33.0,379.0,275.0,84.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:500,0.32349619539999996,1.0,1000.0,0.0524918329,39.0,6.0,0.0,280.0,119.0,0.0,39.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:550,0.29908138819999996,1.0,1000.0,0.0537125732,39.0,6.0,0.0,274.0,119.0,0.0,39.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:600,0.32349619539999996,1.0,1000.0,0.0537125732,45.0,7.0,0.0,278.0,118.0,0.0,45.0,379.0,275.0,225.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:650,0.29908138819999996,1.0,1000.0,0.0537125732,48.0,6.0,0.0,267.0,119.0,0.0,48.0,378.0,275.0,423.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:700,0.32349619539999996,1.0,1000.0,0.0537125732,35.0,5.0,0.0,246.0,118.0,0.0,35.0,379.0,275.0,156.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:750,0.29908138819999996,1.0,1000.0,0.0537125732,45.0,6.0,0.0,251.0,119.0,0.0,45.0,378.0,275.0,54.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:800,0.32349619539999996,1.0,1000.0,0.0537125732,41.0,6.0,0.0,262.0,118.0,0.0,41.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:850,0.29908138819999996,1.0,1000.0,0.0537125732,41.0,6.0,0.0,268.0,119.0,0.0,41.0,378.0,275.0,178.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:900,0.32349619539999996,1.0,1000.0,0.0537125732,39.0,6.0,0.0,287.0,119.0,0.0,39.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:23:950,0.29908138819999996,1.0,1000.0,0.0537125732,45.0,7.0,0.0,293.0,119.0,0.0,45.0,378.0,275.0,137.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:000,0.32349619539999996,1.0,1000.0,0.0524918329,39.0,6.0,0.0,260.0,119.0,0.0,39.0,379.0,275.0,121.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,1.19,0.7202368236335293,1.19,0.7263405255287286,0.42,30.396435438093015,,,,,,,,,,,
2024-04-19 20:59:24:050,0.29908138819999996,1.0,1000.0,0.0537125732,33.0,5.0,0.0,270.0,118.0,0.0,33.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:100,0.32349619539999996,1.0,1000.0,0.0537125732,40.0,7.0,0.0,278.0,119.0,0.0,40.0,378.0,275.0,17.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:150,0.29908138819999996,1.0,1000.0,0.0537125732,42.0,7.0,0.0,308.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:200,0.32349619539999996,1.0,1000.0,0.0524918329,32.0,6.0,0.0,287.0,119.0,0.0,32.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:250,0.29908138819999996,1.0,1000.0,0.0537125732,44.0,7.0,0.0,284.0,119.0,0.0,44.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:300,0.3173924936,1.0,1000.0,0.0537125732,44.0,7.0,0.0,260.0,119.0,0.0,44.0,378.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:350,0.29908138819999996,1.0,1000.0,0.0537125732,44.0,7.0,0.0,268.0,119.0,0.0,44.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:400,0.32349619539999996,1.0,1000.0,0.0537125732,42.0,6.0,0.0,220.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:450,0.29908138819999996,1.0,1000.0,0.0537125732,40.0,6.0,0.0,239.0,119.0,0.0,40.0,378.0,275.0,221.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:500,0.32349619539999996,1.0,1000.0,0.0537125732,46.0,8.0,0.0,276.0,119.0,0.0,46.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:550,0.29908138819999996,1.0,1000.0,0.0537125732,46.0,6.0,0.0,238.0,119.0,0.0,46.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:600,0.32349619539999996,1.0,1000.0,0.0524918329,49.0,6.0,0.0,239.0,119.0,0.0,49.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:650,0.29908138819999996,1.0,1000.0,0.0537125732,41.0,6.0,0.0,247.0,119.0,0.0,41.0,377.0,274.0,152.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:700,0.32349619539999996,1.0,1000.0,0.0524918329,38.0,7.0,0.0,276.0,119.0,0.0,38.0,378.0,275.0,195.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:750,0.29908138819999996,1.0,1000.0,0.0537125732,44.0,6.0,0.0,237.0,119.0,0.0,44.0,378.0,275.0,31.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:800,0.32349619539999996,1.0,1000.0,0.0524918329,40.0,6.0,0.0,251.0,119.0,0.0,40.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:850,0.29908138819999996,1.0,1000.0,0.0537125732,46.0,6.0,0.0,255.0,119.0,0.0,46.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:900,0.3173924936,1.0,1000.0,0.0524918329,48.0,7.0,0.0,245.0,118.0,0.0,48.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:24:950,0.29908138819999996,1.0,1000.0,0.0537125732,50.0,7.0,0.0,254.0,119.0,0.0,50.0,378.0,275.0,166.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:000,0.32349619539999996,1.0,1000.0,0.0524918329,43.0,6.0,0.0,224.0,119.0,0.0,43.0,378.0,275.0,165.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,5.0,1.0,0.002252414356917143,32567.0,16.0,31680.0,0.035841796547174454,0.02438552863895893,0.0,0.0,1418936.5
2024-04-19 20:59:25:050,0.29908138819999996,1.0,1000.0,0.0537125732,44.0,7.0,0.0,257.0,119.0,0.0,44.0,378.0,275.0,87.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:100,0.32349619539999996,1.0,1000.0,0.0537125732,48.0,7.0,0.0,236.0,118.0,0.0,48.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:150,0.29908138819999996,1.0,1000.0,0.0537125732,46.0,6.0,0.0,220.0,119.0,0.0,46.0,378.0,275.0,150.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:200,0.32349619539999996,1.0,1000.0,0.0524918329,46.0,7.0,0.0,244.0,119.0,0.0,46.0,378.0,275.0,173.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:250,0.29908138819999996,1.0,1000.0,0.0537125732,42.0,7.0,0.0,261.0,119.0,0.0,42.0,378.0,275.0,44.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:300,0.3173924936,1.0,1000.0,0.0524918329,48.0,7.0,0.0,236.0,118.0,0.0,48.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:350,0.29908138819999996,1.0,1000.0,0.0537125732,43.0,6.0,0.0,238.0,119.0,0.0,43.0,379.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:400,0.32349619539999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,230.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:450,0.29908138819999996,1.0,1000.0,0.0537125732,49.0,6.0,0.0,207.0,119.0,0.0,49.0,378.0,275.0,5.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:500,0.32349619539999996,1.0,1000.0,0.0537125732,46.0,6.0,0.0,237.0,119.0,0.0,46.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:550,0.29908138819999996,1.0,1000.0,0.0537125732,51.0,7.0,0.0,222.0,119.0,0.0,51.0,378.0,275.0,37.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:600,0.3173924936,1.0,1000.0,0.0524918329,42.0,6.0,0.0,230.0,119.0,0.0,42.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:650,0.29908138819999996,1.0,1000.0,0.0537125732,47.0,7.0,0.0,271.0,119.0,0.0,47.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:700,0.32349619539999996,1.0,1000.0,0.0524918329,39.0,5.0,0.0,219.0,119.0,0.0,39.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:750,0.29908138819999996,1.0,1000.0,0.0537125732,54.0,6.0,0.0,255.0,119.0,0.0,54.0,378.0,275.0,131.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:800,0.32349619539999996,1.0,1000.0,0.0524918329,43.0,6.0,0.0,229.0,119.0,0.0,43.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:850,0.29908138819999996,1.0,1000.0,0.0524918329,42.0,7.0,0.0,288.0,119.0,0.0,42.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:900,0.3173924936,1.0,1000.0,0.0524918329,53.0,7.0,0.0,232.0,119.0,0.0,53.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:25:950,0.29908138819999996,1.0,1000.0,0.0537125732,47.0,7.0,0.0,225.0,119.0,0.0,47.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:000,0.32349619539999996,1.0,1000.0,0.0524918329,45.0,7.0,0.0,230.0,119.0,0.0,45.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,,,,,,,,,,,
2024-04-19 20:59:26:050,0.29908138819999996,1.0,1000.0,0.0537125732,45.0,6.0,0.0,216.0,119.0,0.0,45.0,377.0,274.0,53.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:100,0.3173924936,1.0,1000.0,0.0537125732,41.0,7.0,0.0,280.0,119.0,0.0,41.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:150,0.29908138819999996,1.0,1000.0,0.0537125732,43.0,7.0,0.0,271.0,119.0,0.0,43.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:200,0.32349619539999996,1.0,1000.0,0.0537125732,47.0,7.0,0.0,230.0,119.0,0.0,47.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:250,0.29908138819999996,1.0,1000.0,0.0537125732,48.0,7.0,0.0,237.0,119.0,0.0,48.0,377.0,274.0,194.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:300,0.32349619539999996,1.0,1000.0,0.0524918329,50.0,7.0,0.0,230.0,119.0,0.0,50.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:350,0.29908138819999996,1.0,1000.0,0.0537125732,42.0,7.0,0.0,272.0,119.0,0.0,42.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:400,0.32349619539999996,1.0,1000.0,0.0524918329,32.0,6.0,0.0,240.0,119.0,0.0,32.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:450,0.29908138819999996,1.0,1000.0,0.0537125732,44.0,6.0,0.0,224.0,119.0,0.0,44.0,378.0,275.0,82.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:500,0.32349619539999996,1.0,1000.0,0.0524918329,45.0,8.0,0.0,286.0,119.0,0.0,45.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:550,0.29908138819999996,1.0,1000.0,0.0537125732,49.0,7.0,0.0,250.0,119.0,0.0,49.0,378.0,275.0,147.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:600,0.32349619539999996,1.0,1000.0,0.0524918329,38.0,6.0,0.0,235.0,119.0,0.0,38.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:650,0.29908138819999996,1.0,1000.0,0.0537125732,44.0,7.0,0.0,241.0,119.0,0.0,44.0,378.0,275.0,120.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:700,0.3173924936,1.0,1000.0,0.0524918329,48.0,8.0,0.0,253.0,119.0,0.0,48.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:750,0.29908138819999996,1.0,1000.0,0.0537125732,52.0,7.0,0.0,235.0,118.0,0.0,52.0,379.0,275.0,73.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:800,0.3173924936,1.0,1000.0,0.0537125732,47.0,8.0,0.0,291.0,119.0,0.0,47.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:850,0.29908138819999996,1.0,1000.0,0.0537125732,43.0,7.0,0.0,250.0,119.0,0.0,43.0,378.0,275.0,46.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:900,0.32349619539999996,1.0,1000.0,0.0537125732,46.0,7.0,0.0,241.0,119.0,0.0,46.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:26:950,0.29908138819999996,1.0,1000.0,0.0537125732,38.0,7.0,0.0,265.0,119.0,0.0,38.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:000,0.3173924936,1.0,1000.0,0.0524918329,40.0,6.0,0.0,255.0,119.0,0.0,40.0,377.0,274.0,165.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,1.19,0.7263405255287286,1.19,0.7263405255287286,0.42,30.396435438093015,,,,,,,,,,,
2024-04-19 20:59:27:050,0.29908138819999996,1.0,1000.0,0.0537125732,48.0,7.0,0.0,254.0,119.0,0.0,48.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:100,0.32349619539999996,1.0,1000.0,0.0537125732,40.0,7.0,0.0,247.0,119.0,0.0,40.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:150,0.29908138819999996,1.0,1000.0,0.0537125732,42.0,8.0,0.0,309.0,119.0,0.0,42.0,377.0,274.0,255.0,0.0534073911,0.3344828422,0.29908138819999996,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:200,0.3173924936,1.0,1000.0,0.0537125732,40.0,6.0,0.0,232.0,119.0,0.0,40.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:250,0.29908138819999996,1.0,1000.0,0.0537125732,41.0,7.0,0.0,247.0,119.0,0.0,41.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:300,0.3173924936,1.0,1000.0,0.0537125732,47.0,7.0,0.0,246.0,119.0,0.0,47.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:350,0.29908138819999996,1.0,1000.0,0.0537125732,44.0,6.0,0.0,242.0,119.0,0.0,44.0,378.0,275.0,188.0,0.045777763799999996,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:400,0.32349619539999996,1.0,1000.0,0.0537125732,44.0,7.0,0.0,273.0,119.0,0.0,44.0,378.0,275.0,14.0,0.045777763799999996,0.3357035825,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:450,0.29908138819999996,1.0,1000.0,0.0537125732,46.0,6.0,0.0,242.0,119.0,0.0,46.0,377.0,274.0,91.0,0.045777763799999996,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:500,0.32349619539999996,1.0,1000.0,0.0537125732,42.0,7.0,0.0,282.0,119.0,0.0,42.0,377.0,274.0,189.0,0.045777763799999996,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:550,0.29908138819999996,1.0,1000.0,0.0537125732,45.0,7.0,0.0,249.0,119.0,0.0,45.0,377.0,274.0,70.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:600,0.32349619539999996,1.0,1000.0,0.0524918329,41.0,5.0,0.0,199.0,119.0,0.0,41.0,376.0,274.0,114.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:650,0.29908138819999996,1.0,1000.0,0.0537125732,43.0,7.0,0.0,275.0,119.0,0.0,43.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:700,0.32349619539999996,1.0,1000.0,0.0524918329,44.0,7.0,0.0,257.0,119.0,0.0,44.0,376.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:750,0.29908138819999996,1.0,1000.0,0.0537125732,45.0,6.0,0.0,257.0,119.0,0.0,45.0,377.0,274.0,232.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:800,0.3173924936,1.0,1000.0,0.0524918329,36.0,6.0,0.0,246.0,119.0,0.0,36.0,377.0,274.0,0.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:850,0.29908138819999996,1.0,1000.0,0.0537125732,43.0,6.0,0.0,246.0,119.0,0.0,43.0,377.0,274.0,1.0,0.0534073911,0.3344828422,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:900,0.3173924936,1.0,1000.0,0.0524918329,45.0,7.0,0.0,254.0,119.0,0.0,45.0,377.0,274.0,180.0,0.0534073911,0.3344828422,0.3112887918,0.3112887918,0.0076296273,,,,,,,,,,,,,,,,,
2024-04-19 20:59:27:950,0.29908138819999996,1.0,1000.0,0.0537125732,40.0,6.0,0.0,255.0,119.0,0.0,40.0,378.0,275.0,0.0,0.0534073911,0.3357035825,0.2929776864,0.29908138819999996,0.0076296273,,,,,,,,,,,,,,,,,
