,Time,Motor,Brake,Distance,Safety,Door,Resv-1,Resv-2,Resv-3,Kurtosis,SAD,Var,Mean,FFT-Motor Freq,FFT-Motor Mag,E,P2P,Skewness,MAD,FFT-Resv1 Freq,CF,IF,FFT-Resv1 Mag,SF,FFT-Resv2 Freq,FFT-Resv2 Mag
378,2024-04-03 15:19:23:900,11731.0,900.0,0.0,1.0,5.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
379,2024-04-03 15:19:23:950,11731.0,899.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
380,2024-04-03 15:19:24:000,11731.0,899.0,0.0,1.0,3.0,11750.0,11743.0,1.0,2832.0,683.0,3613.0,1464.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1367.0,10015.0,0.0,97.0,10015.0
381,2024-04-03 15:19:24:050,11731.0,899.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
382,2024-04-03 15:19:24:100,11731.0,898.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
383,2024-04-03 15:19:24:150,11731.0,898.0,0.0,1.0,1.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
384,2024-04-03 15:19:24:200,11731.0,898.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
385,2024-04-03 15:19:24:250,11731.0,898.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
386,2024-04-03 15:19:24:300,11731.0,898.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
387,2024-04-03 15:19:24:350,11731.0,897.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
388,2024-04-03 15:19:24:400,11731.0,898.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
389,2024-04-03 15:19:24:450,11731.0,897.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
390,2024-04-03 15:19:24:500,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
391,2024-04-03 15:19:24:550,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
392,2024-04-03 15:19:24:600,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
393,2024-04-03 15:19:24:650,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
394,2024-04-03 15:19:24:700,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
395,2024-04-03 15:19:24:750,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
396,2024-04-03 15:19:24:800,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
397,2024-04-03 15:19:24:850,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
398,2024-04-03 15:19:24:900,11731.0,898.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
399,2024-04-03 15:19:24:950,11731.0,899.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
400,2024-04-03 15:19:25:000,11731.0,899.0,0.0,1.0,3.0,11750.0,11743.0,1.0,2050.0,683.0,17773.0,1367.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10015.0,0.0,97.0,10015.0
401,2024-04-03 15:19:25:050,11731.0,900.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
402,2024-04-03 15:19:25:100,11731.0,900.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
403,2024-04-03 15:19:25:150,11731.0,901.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
404,2024-04-03 15:19:25:200,11731.0,901.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
405,2024-04-03 15:19:25:250,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
406,2024-04-03 15:19:25:300,11731.0,902.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
407,2024-04-03 15:19:25:350,11731.0,903.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
408,2024-04-03 15:19:25:400,11731.0,903.0,0.0,1.0,1.0,11750.0,11742.0,1.0,,,,,,,,,,,,,,,,,
409,2024-04-03 15:19:25:450,11731.0,903.0,0.0,1.0,2.0,11750.0,11742.0,1.0,,,,,,,,,,,,,,,,,
410,2024-04-03 15:19:25:500,11731.0,903.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
411,2024-04-03 15:19:25:550,11731.0,903.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
412,2024-04-03 15:19:25:600,11731.0,903.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
413,2024-04-03 15:19:25:650,11731.0,903.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
414,2024-04-03 15:19:25:700,11731.0,902.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
415,2024-04-03 15:19:25:750,11731.0,902.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
416,2024-04-03 15:19:25:800,11731.0,902.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
417,2024-04-03 15:19:25:850,11731.0,902.0,0.0,1.0,6.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
418,2024-04-03 15:19:25:900,11731.0,901.0,0.0,1.0,6.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
419,2024-04-03 15:19:25:950,11731.0,901.0,0.0,1.0,6.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
420,2024-04-03 15:19:26:000,11731.0,900.0,0.0,1.0,6.0,11750.0,11743.0,1.0,42089.0,683.0,20703.0,1269.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10015.0,0.0,97.0,10015.0
421,2024-04-03 15:19:26:050,11731.0,900.0,0.0,,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
422,2024-04-03 15:19:26:100,11731.0,900.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
423,2024-04-03 15:19:26:150,11731.0,899.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
424,2024-04-03 15:19:26:200,11731.0,899.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
425,2024-04-03 15:19:26:250,11731.0,899.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
426,2024-04-03 15:19:26:300,11731.0,899.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
427,2024-04-03 15:19:26:350,11731.0,899.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
428,2024-04-03 15:19:26:400,11731.0,898.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
429,2024-04-03 15:19:26:450,11731.0,898.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
430,2024-04-03 15:19:26:500,11731.0,898.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
431,2024-04-03 15:19:26:550,11731.0,898.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
432,2024-04-03 15:19:26:600,11731.0,898.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
433,2024-04-03 15:19:26:650,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
434,2024-04-03 15:19:26:700,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
435,2024-04-03 15:19:26:750,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
436,2024-04-03 15:19:26:800,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
437,2024-04-03 15:19:26:850,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
438,2024-04-03 15:19:26:900,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
439,2024-04-03 15:19:26:950,11731.0,898.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
440,2024-04-03 15:19:27:000,11731.0,898.0,0.0,1.0,4.0,11750.0,11743.0,1.0,18847.0,683.0,2050.0,1269.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10015.0,0.0,97.0,10015.0
441,2024-04-03 15:19:27:050,11731.0,898.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
442,2024-04-03 15:19:27:100,11731.0,898.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
443,2024-04-03 15:19:27:150,11731.0,899.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
444,2024-04-03 15:19:27:200,11731.0,900.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
445,2024-04-03 15:19:27:250,11731.0,900.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
446,2024-04-03 15:19:27:300,11731.0,901.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
447,2024-04-03 15:19:27:350,11731.0,901.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
448,2024-04-03 15:19:27:400,11731.0,901.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
449,2024-04-03 15:19:27:450,11731.0,902.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
450,2024-04-03 15:19:27:500,11731.0,902.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
451,2024-04-03 15:19:27:550,11731.0,903.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
452,2024-04-03 15:19:27:600,11731.0,903.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
453,2024-04-03 15:19:27:650,11731.0,903.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
454,2024-04-03 15:19:27:700,11731.0,903.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
455,2024-04-03 15:19:27:750,11731.0,903.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
456,2024-04-03 15:19:27:800,11731.0,903.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
457,2024-04-03 15:19:27:850,11731.0,903.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
458,2024-04-03 15:19:27:900,11731.0,902.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
459,2024-04-03 15:19:27:950,11731.0,902.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
460,2024-04-03 15:19:28:000,11731.0,902.0,0.0,1.0,6.0,11750.0,11743.0,1.0,3710.0,683.0,1953.0,1367.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10015.0,0.0,97.0,10015.0
461,2024-04-03 15:19:28:050,11732.0,902.0,0.0,1.0,6.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
462,2024-04-03 15:19:28:100,11731.0,901.0,0.0,1.0,6.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
463,2024-04-03 15:19:28:150,11731.0,901.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
464,2024-04-03 15:19:28:200,11731.0,901.0,0.0,1.0,6.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
465,2024-04-03 15:19:28:250,11731.0,900.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
466,2024-04-03 15:19:28:300,11731.0,900.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
467,2024-04-03 15:19:28:350,11731.0,900.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
468,2024-04-03 15:19:28:400,11731.0,900.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
469,2024-04-03 15:19:28:450,11731.0,899.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
470,2024-04-03 15:19:28:500,11731.0,899.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
471,2024-04-03 15:19:28:550,11730.0,899.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
472,2024-04-03 15:19:28:600,11730.0,898.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
473,2024-04-03 15:19:28:650,11730.0,898.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
474,2024-04-03 15:19:28:700,11730.0,898.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
475,2024-04-03 15:19:28:750,11731.0,897.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
476,2024-04-03 15:19:28:800,11731.0,897.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
477,2024-04-03 15:19:28:850,11731.0,897.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
478,2024-04-03 15:19:28:900,11731.0,897.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
479,2024-04-03 15:19:28:950,11730.0,897.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
480,2024-04-03 15:19:29:000,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,4589.0,683.0,2050.0,1367.0,97.0,9998.0,0.0,0.0,0.0,0.0,97.0,683.0,1367.0,10014.0,0.0,97.0,10014.0
481,2024-04-03 15:19:29:050,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
482,2024-04-03 15:19:29:100,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
483,2024-04-03 15:19:29:150,11731.0,898.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
484,2024-04-03 15:19:29:200,11731.0,898.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
485,2024-04-03 15:19:29:250,11731.0,898.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
486,2024-04-03 15:19:29:300,11731.0,899.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
487,2024-04-03 15:19:29:350,11730.0,899.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
488,2024-04-03 15:19:29:400,11731.0,899.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
489,2024-04-03 15:19:29:450,11731.0,900.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
490,2024-04-03 15:19:29:500,11731.0,900.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
491,2024-04-03 15:19:29:550,11731.0,901.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
492,2024-04-03 15:19:29:600,11731.0,902.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
493,2024-04-03 15:19:29:650,11731.0,903.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
494,2024-04-03 15:19:29:700,11731.0,902.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
495,2024-04-03 15:19:29:750,11731.0,903.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
496,2024-04-03 15:19:29:800,11731.0,903.0,0.0,1.0,1.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
497,2024-04-03 15:19:29:850,11731.0,903.0,0.0,1.0,1.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
498,2024-04-03 15:19:29:900,11731.0,903.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
499,2024-04-03 15:19:29:950,11731.0,903.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
500,2024-04-03 15:19:30:000,11731.0,903.0,0.0,1.0,3.0,11750.0,11743.0,1.0,16113.0,683.0,2539.0,1367.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10015.0,0.0,97.0,10015.0
501,2024-04-03 15:19:30:050,11731.0,903.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
502,2024-04-03 15:19:30:100,11731.0,903.0,0.0,0.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
503,2024-04-03 15:19:30:150,11731.0,902.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
504,2024-04-03 15:19:30:200,11731.0,902.0,0.0,1.0,5.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
505,2024-04-03 15:19:30:250,11731.0,901.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
506,2024-04-03 15:19:30:300,11731.0,901.0,0.0,1.0,6.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
507,2024-04-03 15:19:30:350,11730.0,901.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
508,2024-04-03 15:19:30:400,11731.0,900.0,0.0,1.0,6.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
509,2024-04-03 15:19:30:450,11731.0,900.0,0.0,1.0,6.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
510,2024-04-03 15:19:30:500,11731.0,900.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
511,2024-04-03 15:19:30:550,11731.0,900.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
512,2024-04-03 15:19:30:600,11731.0,899.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
513,2024-04-03 15:19:30:650,11731.0,899.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
514,2024-04-03 15:19:30:700,11731.0,899.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
515,2024-04-03 15:19:30:750,11731.0,898.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
516,2024-04-03 15:19:30:800,11731.0,898.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
517,2024-04-03 15:19:30:850,11731.0,897.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
518,2024-04-03 15:19:30:900,11731.0,897.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
519,2024-04-03 15:19:30:950,11731.0,897.0,0.0,1.0,3.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
520,2024-04-03 15:19:31:000,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,10546.0,683.0,2246.0,1269.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1367.0,10015.0,0.0,97.0,10015.0
521,2024-04-03 15:19:31:050,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
522,2024-04-03 15:19:31:100,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
523,2024-04-03 15:19:31:150,11731.0,896.0,0.0,1.0,5.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
524,2024-04-03 15:19:31:200,11731.0,896.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
525,2024-04-03 15:19:31:250,11731.0,897.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
526,2024-04-03 15:19:31:300,11731.0,896.0,0.0,1.0,4.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
527,2024-04-03 15:19:31:350,11731.0,897.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
528,2024-04-03 15:19:31:400,11731.0,897.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
529,2024-04-03 15:19:31:450,11731.0,898.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
530,2024-04-03 15:19:31:500,11731.0,898.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
531,2024-04-03 15:19:31:550,11731.0,898.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
532,2024-04-03 15:19:31:600,11731.0,899.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
533,2024-04-03 15:19:31:650,11731.0,899.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
534,2024-04-03 15:19:31:700,11730.0,900.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
535,2024-04-03 15:19:31:750,11731.0,900.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
536,2024-04-03 15:19:31:800,11731.0,900.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
537,2024-04-03 15:19:31:850,11730.0,902.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
538,2024-04-03 15:19:31:900,11731.0,902.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
539,2024-04-03 15:19:31:950,11730.0,902.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
540,2024-04-03 15:19:32:000,11730.0,902.0,0.0,1.0,1.0,11749.0,11742.0,1.0,17773.0,683.0,1855.0,1269.0,97.0,9998.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10014.0,0.0,97.0,10014.0
541,2024-04-03 15:19:32:050,11731.0,902.0,0.0,1.0,1.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
542,2024-04-03 15:19:32:100,11731.0,902.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
543,2024-04-03 15:19:32:150,11731.0,903.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
544,2024-04-03 15:19:32:200,11730.0,903.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
545,2024-04-03 15:19:32:250,11731.0,903.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
546,2024-04-03 15:19:32:300,11730.0,902.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
547,2024-04-03 15:19:32:350,11731.0,902.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
548,2024-04-03 15:19:32:400,11730.0,901.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
549,2024-04-03 15:19:32:450,11730.0,901.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
550,2024-04-03 15:19:32:500,11730.0,901.0,0.0,1.0,6.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
551,2024-04-03 15:19:32:550,11730.0,901.0,0.0,1.0,6.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
552,2024-04-03 15:19:32:600,11730.0,900.0,0.0,1.0,6.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
553,2024-04-03 15:19:32:650,11730.0,900.0,0.0,1.0,6.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
554,2024-04-03 15:19:32:700,11730.0,900.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
555,2024-04-03 15:19:32:750,11730.0,899.0,0.0,1.0,5.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
556,2024-04-03 15:19:32:800,11731.0,899.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
557,2024-04-03 15:19:32:850,11731.0,899.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
558,2024-04-03 15:19:32:900,11731.0,898.0,0.0,1.0,3.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
559,2024-04-03 15:19:32:950,11731.0,898.0,0.0,1.0,2.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
560,2024-04-03 15:19:33:000,11731.0,898.0,0.0,1.0,2.0,11749.0,11743.0,1.0,1953.0,683.0,22656.0,1269.0,97.0,9999.0,0.0,0.0,0.0,0.0,97.0,683.0,1269.0,10014.0,0.0,97.0,10014.0
561,2024-04-03 15:19:33:050,11731.0,897.0,0.0,1.0,2.0,11750.0,11743.0,1.0,,,,,,,,,,,,,,,,,
562,2024-04-03 15:19:33:100,11731.0,897.0,0.0,1.0,2.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
563,2024-04-03 15:19:33:150,11731.0,897.0,0.0,1.0,3.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
564,2024-04-03 15:19:33:200,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
565,2024-04-03 15:19:33:250,11731.0,897.0,0.0,1.0,4.0,11749.0,11743.0,1.0,,,,,,,,,,,,,,,,,
566,2024-04-03 15:19:33:300,11730.0,896.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
567,2024-04-03 15:19:33:350,11730.0,896.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
568,2024-04-03 15:19:33:400,11730.0,896.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
569,2024-04-03 15:19:33:450,11730.0,896.0,0.0,1.0,4.0,11749.0,11742.0,1.0,,,,,,,,,,,,,,,,,
